OrganisationId,Name,Department,Registered,Kind,Notes
571856D8-B197-48C2-861F-496DAC5CA2BE,W. N. Lindsay Limited,,0,Private,
D9969BEB-6E39-403E-B11C-2519A2EF34FE,INRIA Rennes,,0,Academic,
8D6A90A7-70D8-40E6-B6A8-E38EB913E910,Aylesford Newsprint Services Ltd,,0,Private,
E8853921-D080-4995-85D6-6A2562CEA5B9,JGP Perrite,,0,Private,
FDE8997E-D488-4A06-8120-FA00FB35E63F,VU University Medical Center,,0,Academic,
09A89455-49F1-4691-A532-5C484FC60625,RHK INNOVATION LIMITED,,1,Private,
60361F9B-6E8D-4DC5-BBB5-64C937148BEA,Internews,,0,Private,
A491DECE-0376-4404-BB59-DA08F136D524,TwistDx Limited,,0,Private,
62FD412A-CC9B-4C12-9737-C58D0FD8F254,Inst of Molecular Cell & Systems Biology,1,0,Academic,
EB87FCA2-6899-40A9-87BD-08572E6F038D,Spooner Industries Ltd,,0,Private,
95FD9A96-4616-47A1-BC1D-F2549D340F7E,Motor Neurone Disease Association,,0,Charity,
BF08D233-DF92-498D-B97A-79756BC3E828,State Science Centre of Russian Federation Institute of Theoretical and Experimental Physics,,0,Academic,
8CB52544-2ABC-4174-8B43-0C4348296E54,MEL Chemicals China Limited,,0,Private,
E0D8E03C-F975-4F29-8155-5471219E0775,Sistemic Scotland Limited,,0,Private,
77C5DBF9-E947-4308-BE77-974DEE3501D7,Microwave International Ltd,,0,Private,
CFDC7C69-BE5B-45D0-9314-07389EA422C8,Myrtle Software Ltd,,0,Private,
F7A15F0F-2BCE-4A60-B489-A2B254BA8764,Applied Photophysics Ltd,,0,Private,
03E8643F-8D31-4793-A765-A80E4F53630B,Motion Analysis Research and,,0,Private,http://www.motionanalysis.com/
1546B589-91ED-443C-AB17-68374CC3C3C5,MBI (Wales) Ltd,,0,Private,
6E6B639A-8550-4C77-AAE9-177BE8CBFB74,NERC,,0,Academic,
70807FFB-7DBF-46D2-A07B-DE27A07D5B91,D0 Collaboration,,0,Academic,http://www-d0.fnal.gov/
B1543E20-FFD4-4BCF-B2D2-A916B4C37125,Imagineer Systems Limited,,0,Private,
42308B09-A674-4A61-9391-0E6E6A222D31,University of San Andres,,0,Academic,
8ADE4F76-DFAD-4DA1-9FFA-7D6E76B8E83D,Hampshire Technology Centre Trust Ltd,,0,Charity,http://opencharities.org/charities/294582
074A6D0B-4948-41C4-BC85-4B731B63557E,Australia Telescope National Facility,,0,Academic,
35629632-8517-45D2-ACE9-6D06C418A4C8,University of Radboud,,0,Academic,
544E2BDC-D120-4048-9CD3-D106009DFA5D,JPK Instruments AG,,0,Private,
AB92CC2B-DE25-40A3-99B9-2643E3C6D8FE,Feldec Limited,,0,Private,
B64CD9B3-7164-4E7E-BFBF-1D2BC0C28A99,ClusterVision Ltd,,0,Private,
F2C8C12E-784B-4FC0-ADDE-9CDBBD24E6DE,Resrch & Innov. in Art & Design(MIRIAD),1,0,Academic,
9415A0EA-7322-4150-B0D2-22871391FAB5,Virtualware Labs,,0,Private,
1416A94D-DE18-4C0C-9644-2B0482C1E7A2,Pultrex Limited,,0,Private,
9F600059-D902-4071-8F48-4DB8E165870F,Creighton University,,0,Academic,
6E475B4A-75BA-47B9-9EF0-A05AE82B3050,"Department of Physics, University of Oxford",,0,Academic,
5D19482C-5900-40E6-82E4-F78B5F8F7BBB,Proboscis Limited,,0,Private,
88083B49-84C9-4550-A738-EAD76E758156,UK Advanced LIGO Project (ALUK),,0,Academic,
3D41679E-6431-47A4-81FE-F107A83389F9,The Shadow Robot Company Limited,,1,Private,
1DFC023D-5B5C-4E7E-98B7-375EA97AACC8,Cambridge Display Technology Ltd,,0,Private,
DA2A5342-C656-4833-8B8D-574BC06B8242,Noko Design Technology Manufacture Ltd,,1,Private,
D0CDBEC5-455C-40B8-8939-1D71A097E75A,Genetics and Genomics,1,0,Academic,
73E08EFD-EF1D-41C5-B3CC-8A35D62328BB,The University Hospital of North Staffordshire NHS Trust,,0,Academic,
0825C099-D240-406E-B7C2-49C2BD8D5B47,NERC,,0,Academic,
57EA7A71-8DEB-472A-8C1C-70F9E8CD75FF,Institute for Biomedical Technologies (ITB),,0,Academic,
E303EDAD-AA94-4901-B748-2AC5DC99B95C,Cardinal Health UK Ltd,,0,Private,
CFF92989-1E8A-4A68-9D4F-26114A151D9B,Sch of Life and Health Sciences,1,0,Academic,
B27443AB-176C-45D7-AB34-16915F05799B,Electoral Reform Society,,0,Charity,http://www.electoral-reform.org.uk/
2C054CC6-634C-45BC-9776-B21298B096EC,Ivo Pilar Institute,,0,Academic,
01AEE652-F226-4AB5-9333-8844F12A8B85,Mobile Acuity Limited,,0,Private,
CB0F35FB-7677-4548-A132-7C21F33ED0E5,"College of Medicine, Swansea University",,0,Academic,
4DD85E65-4516-42F5-AA5E-B48398355866,Solar Capture Technologies Limited,,1,Private,
D629A3CA-E5FA-4995-8C2F-5B484778D92F,English and Creative Writing,1,0,Academic,
04364448-0E74-4B1E-9223-923FE91E883E,Edinburgh Cancer Research UK Centre,,0,Charity,
3020C660-48B5-4270-B902-9198FE454E2D,Software Engineering Institute,,0,Academic,
113978CE-623F-4C4A-96EF-C3D61ADA4305,Vero UK Limited,,1,Private,
3D69E756-E05D-4EC4-B5B7-9C9F6CABCE6C,Greengineering Limited,,1,Private,
56997769-C031-4239-90AB-FED71F6BC41A,Nufarm Limited,,1,Private,
53DC5CCA-8844-47A1-A048-3AE5F5587408,Associated British Ports,,0,Private,
1FC3AD51-3443-4B7C-BFB4-0BC9230C8835,South West Water Ltd,,0,Private,
D4EB3134-A429-4200-889F-CF6CC9497528,Billett,1,0,Private,
323505A2-2400-4779-A969-28FBDEA97039,COMIT Projects Limited,,0,Private,
21109E00-EB70-4447-88CC-D965F1EA26FE,RAFT Institute,,0,Academic,
597D08AB-5E58-41B4-B805-F485AE707B40,Broadband Computer Company,,0,Private,
F207C27C-36A9-430C-844C-B58056E87381,Faculty of Media Arts and Society,1,0,Academic,
78586C4D-A153-4CED-A562-52507D94B9CB,MEPC Limited,,0,Private,
7801F008-7C77-45E7-90E9-4345B47D138E,University of Plymouth,,0,Academic,
318BDF62-43D6-4F76-9499-21AD66736521,Victory Housing Trust,,1,Charity,
D44C0525-5EB4-4B7B-868C-348AD9E0DBDA,GETECH,,0,Private,
B65675D5-9A3E-4379-A928-D9B7875982DE,B/E Aerospace Consumables Management (DORMCO) Limited,,0,Private,
CDB68C2B-D0C3-4966-AC16-F21C7CB86FCD,Health Sciences Faculty,1,0,Academic,
2ECD2086-8DB4-4833-9C1F-03540A3B759A,ARC Chartered Architects,,0,Private,
3CD8DFA0-1AF6-49F9-BBB4-F2D620554C02,Inositide,1,0,Private,?
EAAD4D43-BD15-432B-9385-2DBD0C65958D,The University of Bath,,0,Academic,
1233932E-1FB9-454F-B828-3E22298F7F8C,Conducter Limited,,0,Private,
6425EB61-C766-4D41-9717-074832FBE20A,Peking University,,0,Academic,
F19BCA20-C34C-405F-ABE4-EA4521DB6702,Biomass CHP Limited,,1,Private,
0728D360-C3DB-4A5D-BE0C-F2F59D28225D,WM Morrisons Supermarkets PLC,,0,Private,
4B6D732D-D1E4-4CC1-8ED8-C831EDBA5BED,World Taekwondo Federation,,0,Private,
DF41FE7A-008E-4F5C-8B52-08B719F5B111,Inst of Education and Public Services,1,0,Academic,
C120C9AC-B7EB-4982-8695-2839D89116D7,CleverMed Ltd,,0,Private,
6F15DBDC-9A8D-4BFE-9727-5D4271AD6D51,NERC,,0,Academic,
58AB78A2-5EF5-4C3F-8BF3-F159C2537F99,Kenya Fisheries Department,,0,Private,
26E0D81D-81BB-4AFF-91F5-970E3CC0078A,STFC,,0,Academic,http://www.stfc.ac.uk/home.aspx
75117075-5983-439C-AC00-A65B1D44E196,Dow AgroSciences LLC,,0,Private,
293480D6-6201-4046-90A0-8CE3CE3F5524,Fermilab,,0,Academic,
9934CE61-CA77-42D8-8BAD-58A33FA3CA38,BP Exploration Operating Company Limited,,0,Private,
63F9E716-290D-4F5D-AD87-86E35B55218D,BAE Systems (Operations) Limited,,1,Private,
BE39F609-BA29-4337-9D7D-E5B5FB2B29CE,Aptuscan,,0,Private,
3D101616-CA8D-47BE-95E3-A8D7CE62A02B,North West University,,0,Academic,
7129E5B5-6181-49CF-A61D-25E86ABC7111,London Borough Of Newham,,0,Private,
21EAAE1F-CFAC-4401-8B88-79615CBB16BC,Sichuan University,,0,Academic,
80C5443C-E485-497D-A8E3-BFD93BC691A6,INEOS Chlor Vinyls,,0,Private,
8E50FEEC-9D6F-4AC6-9591-D0B5E9732151,FNAL - MINOS,,0,Academic,http://www-numi.fnal.gov/
AA26B467-86B0-4F7A-B873-1BD1F4545850,Chemistry,1,0,Academic,
4D9D39DC-00C2-4AEF-B579-929B1C297FD5,TeleMedic Systems Limited,,0,Private,
DC1AF304-7C63-4DB0-8D42-37E406C108F9,Dept of Aeronautics,1,0,Academic,
89A21280-DE8E-4796-999A-10093EE5E743,Saaten Union UK Ltd,,0,Private,
FF68525A-5380-4F7E-92D0-0C7AC887D45D,Ipec Ltd,,0,Private,
314498A9-48A3-473F-B31D-3573EB9A37C4,Food Databanks National Capability,1,0,Academic,http://www.ifr.ac.uk/info/science/nc/food-databanks.htm
11F0E831-70C0-4D8F-BE32-430A83896A58,Nokia Corporation,,0,Private,
500A20F3-3B84-449C-BB91-1BBDFF5D0446,Quorum Logistics Support Ltd,,0,Private,
